id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
43368,0.358044,tcp,-,FIN,10,6,1612,268,41.894292,254,252,32420.5957,5004.97168,2,1,38.158,61.637602,1916.695067,80.519375,255,795723027,803437118,255,0.073896,0.049848,0.024048,161,45,0,0,8,1,2,2,1,8,0,0,0,2,8,0,Normal,0
8139,8e-06,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,4,3,3,7,0,0,0,6,7,0,Exploits,1
75968,0.316479,tcp,-,CON,6,2,978,86,22.118371,62,252,20601.68359,1086.959961,2,1,63.2958,0.007,3298.825908,0.0,255,770560205,3855384777,255,0.204909,0.084852,0.120057,163,43,0,0,4,3,2,2,1,4,0,0,0,2,4,0,Normal,0
52055,7e-06,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,4,2,4,4,4,4,0,0,0,5,4,0,Generic,1
41383,0.197215,tcp,-,CON,6,2,998,86,35.494257,62,252,33749.96875,1744.289185,2,1,39.443,0.009,2463.726472,0.0,255,2756202698,1940054654,255,0.172463,0.080668,0.091795,166,43,0,0,5,3,3,3,1,5,0,0,0,3,5,0,Normal,0
20151,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,36,2,25,25,25,36,0,0,0,25,36,0,Generic,1
54826,1.03906,tcp,smtp,FIN,14,12,1754,832,24.060208,254,252,12542.10547,5874.540527,4,4,78.85969,89.751727,4243.083089,114.101352,255,2543231383,3259455225,255,0.113363,0.051789,0.061574,125,69,0,0,1,1,1,1,1,1,0,0,0,2,1,0,Exploits,1
58037,4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,16,2,3,3,3,3,0,0,0,3,16,0,Generic,1
76018,0.448093,tcp,-,CON,6,2,978,86,15.621757,62,252,14550.55078,767.697754,2,1,89.6186,0.008,4570.932539,0.0,255,1484782953,1522216129,255,0.269424,0.113252,0.156172,163,43,0,0,5,3,2,2,1,5,0,0,0,2,5,0,Normal,0
8584,1.372033,tcp,-,FIN,14,10,6176,898,16.763445,254,252,33439.42969,4717.087891,4,2,100.009232,146.911891,6662.991101,219.871625,255,4201387648,3613758076,255,0.111225,0.049818,0.061407,441,90,0,0,2,1,1,1,1,1,0,0,0,1,2,0,Exploits,1
2502,0.412521,tcp,http,FIN,10,8,892,354,41.210023,254,252,15572.54004,6011.814941,2,1,44.256667,51.817855,3065.47699,108.768719,255,2689180124,1598341919,255,0.099835,0.049793,0.050042,89,44,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1
70604,0.7139,tcp,-,FIN,10,8,534,354,23.812858,254,252,5390.110352,3473.875732,2,1,75.833667,94.361289,4689.756326,159.425078,255,1424168303,2391080628,255,0.112623,0.053362,0.059261,53,44,0,0,1,1,2,1,1,1,0,0,0,2,2,0,Normal,0
42374,0.434614,tcp,-,FIN,10,6,534,268,34.513384,254,252,8853.833008,4123.19873,2,1,46.428889,69.698398,2427.52418,106.07618,255,2752619841,1301963438,255,0.149522,0.086113,0.063409,53,45,0,0,4,1,1,1,1,1,0,0,0,2,1,0,Normal,0
12759,7e-06,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,20,2,5,5,5,20,0,0,0,5,20,0,Generic,1
3099,8e-06,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,2,2,2,7,0,0,0,5,7,0,DoS,1
53602,0.603955,tcp,-,FIN,10,6,588,268,24.836289,254,252,7020.391113,2967.108643,2,1,64.056222,104.575203,3393.827773,173.243562,255,1872829722,4053417327,255,0.14218,0.081071,0.061109,59,45,0,0,3,1,2,1,1,1,0,0,0,1,6,0,Fuzzers,1
28838,1.473871,tcp,-,FIN,122,126,7808,15182,167.585902,31,29,42033.53125,81754.78125,30,32,12.177868,11.786656,731.541942,719.344278,255,719959059,728744267,255,0.000642,0.000536,0.000106,64,120,0,0,5,0,7,1,1,1,0,0,0,3,11,0,Normal,0
70072,0.974963,tcp,-,CON,6,2,1012,86,7.17976,62,252,6925.391113,352.833893,2,1,194.9926,0.004,10740.81201,0.0,255,746253612,2274626702,255,0.713034,0.078879,0.634155,169,43,0,0,3,3,2,1,1,3,0,0,0,1,3,0,Normal,0
59981,1e-05,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,7,2,7,7,4,7,0,0,0,8,7,0,Generic,1
49356,0.913981,tcp,-,FIN,14,14,784,764,29.541095,254,252,6372.123535,6214.571289,4,4,70.306231,65.129922,4279.576729,91.595187,255,3858674337,398812287,255,0.107177,0.066459,0.040718,56,55,0,0,5,1,1,1,1,1,0,0,0,1,4,0,Fuzzers,1
74917,0.416831,tcp,-,FIN,10,6,2516,268,35.985808,254,252,43470.85547,4299.104492,2,1,41.426222,74.563203,2325.024513,111.730531,255,3813634311,2819411447,255,0.1068,0.044007,0.062793,252,45,0,0,12,1,1,1,1,5,0,0,0,1,5,0,Normal,0
38271,1.060982,tcp,smtp,FIN,52,40,37232,3276,85.769599,31,29,275337.375,24090.88867,18,8,20.796529,27.189205,1563.030173,50.462805,255,919994481,3079486552,255,0.000748,0.000593,0.000155,716,82,0,0,6,0,6,3,1,2,0,0,0,8,2,0,Normal,0
49867,1e-05,sep,-,INT,2,0,104,0,100000.0025,254,0,41600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,12,2,5,2,2,4,0,0,0,4,12,0,DoS,1
40969,9e-06,udp,-,INT,2,0,172,0,111111.1072,254,0,76444440.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,86,0,0,0,3,2,1,1,1,3,0,0,0,1,3,0,Normal,0
33464,0.036221,tcp,-,FIN,16,18,1540,1644,911.073654,31,29,318931.0,343005.4375,4,4,2.3934,2.095823,152.764746,4.031077,255,720747510,2883504621,255,0.000752,0.000585,0.000167,96,91,0,0,10,0,5,5,1,5,0,0,0,8,7,0,Normal,0
32843,0.012921,tcp,-,FIN,36,38,2334,16290,5649.717558,31,29,1405464.0,9820912.0,7,12,0.360086,0.340694,27.161453,25.697464,255,1315969126,1316291378,255,0.000798,0.000646,0.000152,65,429,0,0,8,0,3,1,1,1,0,0,0,6,3,0,Normal,0
79286,0.77627,tcp,-,FIN,12,6,4658,268,21.899598,254,252,44005.30859,2308.475342,3,1,63.096729,139.537203,3352.996503,181.479219,255,3666299671,2261178942,255,0.188866,0.078576,0.11029,388,45,0,0,4,1,1,1,1,4,0,0,0,1,4,0,Normal,0
40673,1.892953,tcp,-,FIN,10,8,534,354,8.980677,254,252,2032.802734,1310.122314,2,1,233.270379,252.167281,15131.84659,370.918969,255,524299459,1517389609,255,0.347305,0.127775,0.21953,53,44,0,0,1,1,3,1,1,2,0,0,0,2,3,0,Normal,0
705,0.921987,ospf,-,INT,20,0,1280,0,20.607666,254,0,10551.125,0.0,0,0,48.525633,0.0,52.253805,0.0,0,0,0,0,0.0,0.0,0.0,64,0,0,0,1,2,1,1,1,2,0,0,0,1,1,0,Exploits,1
8217,6e-06,unas,-,INT,2,0,200,0,166666.6608,254,0,133333328.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,3,3,3,7,0,0,0,3,7,0,Exploits,1
68854,5e-06,tcp,-,REQ,2,0,90,0,200000.0051,254,0,72000000.0,0.0,1,0,0.005,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,2,6,1,1,1,2,0,0,0,1,2,0,Normal,0
34091,0.005276,tcp,-,FIN,24,20,2158,1918,8150.113526,31,29,3137225.0,2764215.25,6,5,0.229391,0.238789,13.677331,14.457769,255,413781533,2559478848,255,0.000759,0.000604,0.000155,90,96,0,0,10,0,3,1,1,1,0,0,0,4,6,0,Normal,0
36055,0.004482,udp,-,CON,4,4,568,312,1561.80272,31,29,760374.8125,417670.6563,0,0,1.196667,0.989667,1.684564,1.388994,0,0,0,0,0.0,0.0,0.0,142,78,0,0,7,0,4,1,1,3,0,0,0,3,4,0,Normal,0
26628,0.648888,tcp,-,FIN,16,18,1540,1644,50.856235,31,29,17802.76367,19146.60156,4,4,43.2386,38.139293,2485.398135,77.212422,255,2920970351,807665089,255,0.000642,0.000519,0.000123,96,91,0,0,14,0,9,5,1,7,0,0,0,13,6,0,Normal,0
17349,8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,26,2,26,26,17,26,0,0,0,26,26,0,Generic,1
65219,0.649364,tcp,-,FIN,10,8,564,354,26.179462,254,252,6258.431152,3819.121582,2,1,71.517222,91.853,5472.310232,144.167313,255,2180605969,133371113,255,0.051316,0.006381,0.044935,56,44,0,0,5,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
72670,0.553709,tcp,-,FIN,10,6,604,268,27.090043,254,252,7859.724609,3236.357178,2,1,61.514333,93.103602,3007.016108,147.495906,255,265504145,2481633154,255,0.147816,0.088183,0.059633,60,45,0,0,3,1,1,1,1,3,0,0,0,1,3,0,Normal,0
16357,8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,27,2,18,18,18,27,0,0,0,18,27,0,Generic,1
20383,6e-06,udp,dns,INT,2,0,114,0,166666.6608,254,0,76000000.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,17,2,17,17,17,17,0,0,0,17,17,0,Generic,1
37075,0.001052,udp,dns,CON,2,2,146,178,2851.711087,31,29,555133.0625,676806.125,0,0,0.009,0.01,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,4,0,4,1,1,1,0,0,0,2,2,0,Normal,0
41499,2.588241,tcp,-,CON,6,2,998,86,2.704539,62,252,2571.630615,132.908798,2,1,517.6482,0.001,25936.71807,0.0,255,1048513240,3393562789,255,1.382003,0.864148,0.517855,166,43,0,0,3,3,2,1,1,4,0,0,0,1,3,0,Normal,0
33771,0.022824,tcp,-,FIN,46,48,2854,30622,4074.658153,31,29,978619.0,10509989.0,7,17,0.4998,0.483391,29.117799,29.643069,255,3117242416,3136198656,255,0.000736,0.000584,0.000152,62,638,0,0,7,0,2,1,1,1,0,0,0,2,3,0,Normal,0
51115,0.958545,tcp,pop3,FIN,32,116,1452,134536,153.357428,62,252,11742.79688,1113162.125,7,57,30.455968,8.090844,1477.450973,775.263638,255,85517163,1877476858,255,0.070463,0.028088,0.042375,45,1160,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
56197,1.1e-05,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,9,2,3,3,3,3,0,0,0,9,9,0,Generic,1
7921,9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,8,2,4,4,4,8,0,0,0,13,8,0,Fuzzers,1
38413,0.165052,tcp,-,FIN,84,86,4862,79882,1023.919755,31,29,232896.2969,3826866.75,7,36,1.984663,1.936353,0.0,158.492142,255,2138072112,4292059762,255,0.000566,0.000458,0.000108,58,929,0,0,17,0,4,1,1,1,0,0,0,5,7,0,Normal,0
61416,1e-05,br-sat-mon,-,INT,2,0,200,0,90909.0902,254,0,72727272.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,12,2,2,2,2,2,0,0,0,2,12,0,Backdoor,1
52830,0.44312,tcp,-,FIN,10,6,798,268,33.850875,254,252,12980.68262,4044.05127,2,1,46.388778,79.745203,2502.073019,138.889078,255,12447877,1572755326,255,0.117666,0.044384,0.073282,80,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,DoS,1
12299,3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,29,2,18,18,18,29,0,0,0,18,29,0,Generic,1
23010,6e-06,udp,dns,INT,2,0,114,0,166666.6608,254,0,76000000.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,18,2,18,18,18,18,0,0,0,19,18,0,Generic,1
3661,8e-06,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,3,3,3,5,0,0,0,3,5,0,DoS,1
48668,0.347961,tcp,http,FIN,10,6,976,268,43.108278,254,252,20209.16016,5150.002441,2,1,37.307667,58.984801,1828.107119,77.015922,255,74538503,1630260078,255,0.106657,0.053033,0.053624,98,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1
63881,1.7e-05,udp,-,INT,2,0,168,0,58823.52838,254,0,39529412.0,0.0,0,0,0.017,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,2,2,1,1,1,1,0,0,0,2,1,0,Reconnaissance,1
74805,6e-06,tcp,-,REQ,2,0,90,0,166666.6608,254,0,59999996.0,0.0,1,0,0.006,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,10,6,2,1,1,14,0,0,0,3,6,0,Normal,0
46847,0.999446,tcp,http,FIN,20,72,1260,87122,91.050444,62,252,9581.308594,687677.0,2,34,52.602421,13.733901,2832.957681,1750.749186,255,751457347,1212091674,255,0.061062,0.023565,0.037497,63,1210,1,41856,1,1,3,1,1,1,0,0,1,1,1,0,Exploits,1
78843,1e-06,udp,-,INT,2,0,104,0,1000000.003,254,0,416000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,3,2,2,1,1,3,0,0,0,1,6,0,Normal,0
47053,1e-05,udp,-,INT,2,0,120,0,100000.0025,254,0,48000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,60,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
66297,11.13127,tcp,-,REQ,12,0,540,0,0.988207,254,0,355.754547,0.0,11,0,1011.933625,0.0,1887.431375,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,29,6,22,2,2,28,0,0,0,23,28,0,Normal,0
52619,1.1e-05,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,11,2,4,3,3,4,0,0,0,8,11,0,Analysis,1
62395,1.1e-05,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,12,2,3,3,3,3,0,0,0,3,12,0,Generic,1
59910,0.789153,tcp,-,FIN,10,8,2516,354,21.542084,254,252,22961.32813,3142.609863,2,1,83.016889,106.356141,5238.941007,171.186359,255,2056578000,5890197,255,0.106563,0.044652,0.061911,252,44,0,0,4,1,5,1,1,1,0,0,0,1,3,0,Fuzzers,1
30728,0.001151,udp,dns,CON,2,2,130,162,2606.429117,31,29,451781.0625,562988.6875,0,0,0.01,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,8,0,7,3,2,2,0,0,0,5,6,0,Normal,0
11072,1.687664,tcp,http,FIN,56,330,2798,428580,228.125973,62,252,13031.0293,2025436.25,2,163,30.684801,5.093732,1593.489068,674.386337,255,614041969,3948362639,255,0.087364,0.012334,0.07503,50,1299,1,207400,1,1,1,1,1,1,0,0,1,1,2,0,Exploits,1
56654,7e-06,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,14,2,3,3,3,3,0,0,0,3,14,0,Generic,1
72869,1.971113,tcp,-,FIN,34,10,34210,440,21.815087,254,252,134762.4375,1607.213867,14,1,57.523214,208.669563,6835.274153,333.850906,255,1962768117,3952583708,255,0.160579,0.093078,0.067501,1006,44,0,0,2,1,1,1,1,2,0,0,0,1,2,0,Normal,0
74560,1.123429,tcp,http,FIN,10,8,808,1068,15.132243,62,252,5184.128418,6658.187012,2,2,124.825444,149.704141,8434.66676,341.630969,255,3110124071,3131883597,255,0.109052,0.056386,0.052666,81,134,1,132,1,1,1,1,1,1,0,0,1,2,1,0,Normal,0
55977,3e-06,unas,-,INT,2,0,200,0,100000.0025,254,0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,15,2,8,8,8,8,0,0,0,8,14,0,DoS,1
26074,0.222411,tcp,ftp-data,FIN,14,6,8928,320,85.427427,31,29,298222.6563,9603.84082,4,1,17.108538,44.345602,1584.345157,67.911023,255,98300823,2932481409,255,0.000669,0.000547,0.000122,638,53,0,0,3,0,7,1,1,4,0,0,0,4,3,0,Normal,0
68746,0.812335,tcp,-,FIN,10,6,2516,268,18.465288,254,252,22306.06836,2205.986328,2,1,90.102556,131.558797,4541.557575,214.552422,255,1542399354,1557002128,255,0.272508,0.15454,0.117968,252,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Normal,0
42877,0.875473,tcp,-,FIN,16,10,974,556,28.555991,254,252,8352.056641,4578.09668,5,3,57.265533,85.158664,2958.465206,113.069656,255,421369622,145382652,255,0.143129,0.109039,0.03409,61,56,0,0,5,1,3,3,2,5,0,0,0,3,5,0,Normal,0
66374,5.816676,tcp,-,REQ,4,0,180,0,0.515758,254,0,185.67305,0.0,3,0,1938.892,0.0,2741.9995,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,23,6,17,2,2,20,0,0,0,18,20,0,Normal,0
3934,9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,2,2,1,1,1,2,0,0,0,2,2,0,DoS,1
28522,0.018694,tcp,-,FIN,48,50,2958,32368,5188.830552,31,29,1239756.0,13574837.0,7,18,0.389745,0.369245,21.404969,19.860501,255,3034004819,3039122224,255,0.000745,0.000591,0.000154,62,647,0,0,4,0,4,1,1,1,0,0,0,2,3,0,Normal,0
73709,1.04812,tcp,-,FIN,12,10,1040,818,20.035873,254,252,7281.608887,5625.310059,3,2,89.217453,108.420219,5658.548203,139.425234,255,616437274,3975995300,255,0.151613,0.07233,0.079283,87,82,0,0,12,1,1,1,1,5,0,0,0,1,5,0,Normal,0
71068,0.865546,tcp,-,FIN,10,6,534,268,17.330102,254,252,4445.748535,2070.369385,2,1,93.516778,163.486203,6435.266807,291.824969,255,1931215659,2666567649,255,0.104135,0.048112,0.056023,53,45,0,0,2,1,1,1,1,1,0,0,0,16,1,0,Normal,0
24892,0.064681,tcp,-,FIN,72,72,4238,65014,2210.850138,31,29,516998.8125,7929623.5,7,30,0.906183,0.904141,59.739554,59.363852,255,2836553893,2844269294,255,0.0006,0.000483,0.000117,59,903,0,0,5,0,5,1,1,1,0,0,0,5,6,0,Normal,0
48248,7.6e-05,pim,-,INT,8,0,480,0,4.947259,254,0,2374.684326,0.0,0,0,202.132141,0.0,480.118281,0.0,0,0,0,0,0.0,0.0,0.0,60,0,0,0,9,2,2,2,2,2,0,0,0,2,8,0,DoS,1
33549,0.036758,tcp,-,FIN,122,126,7816,16782,6719.625995,31,29,1687143.0,3623483.5,30,32,0.300264,0.292008,21.085007,18.19788,255,251859687,2402474007,255,0.00068,0.000544,0.000136,64,133,0,0,9,0,4,1,1,1,0,0,0,1,5,0,Normal,0
57607,4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,16,2,7,7,3,7,0,0,0,7,16,0,Generic,1
63837,4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,14,2,7,7,3,7,0,0,0,7,14,0,Generic,1
44388,1.099213,tcp,http,FIN,10,16,810,9782,22.743545,62,252,5305.614258,66745.9375,2,5,122.009222,63.136198,7228.464727,4789.26563,255,1146929344,2574620180,255,0.246876,0.152167,0.094709,81,611,1,4306,1,1,1,1,1,1,0,0,1,2,1,0,Exploits,1
12375,4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,31,2,12,12,12,31,0,0,0,12,31,0,Generic,1
23709,0.016669,tcp,-,FIN,40,42,2542,21006,4859.319821,31,29,1189753.5,9841502.0,7,14,0.418231,0.391146,28.147088,26.575591,255,2742472391,2739194234,255,0.00076,0.0006,0.00016,64,500,0,0,9,0,4,1,1,2,0,0,0,5,10,0,Normal,0
19635,6e-06,udp,dns,INT,2,0,114,0,166666.6608,254,0,76000000.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,25,2,25,25,25,25,0,0,0,25,25,0,Generic,1
60107,1e-05,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,18,2,4,4,4,4,0,0,0,4,18,0,Generic,1
15169,7e-06,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,29,2,29,29,19,29,0,0,0,29,29,0,Generic,1
79950,0.469982,tcp,http,FIN,10,8,834,1150,36.171598,62,252,12783.46875,17141.08203,2,2,52.220222,50.672,2897.104987,75.851844,255,733507855,2940103357,255,0.188993,0.114609,0.074384,83,144,1,168,2,1,1,1,1,2,0,0,1,1,2,0,Normal,0
26926,0.036251,tcp,-,FIN,44,46,2766,24004,2455.104615,31,29,596728.375,5182312.0,7,16,0.835605,0.794622,0.0,57.570412,255,2240313966,100672379,255,0.00064,0.00049,0.00015,63,522,0,0,16,0,4,1,1,1,0,0,0,4,7,0,Normal,0
8496,1.495055,tcp,http,FIN,10,8,800,354,11.370819,254,252,3852.701172,1658.80188,2,1,162.954667,195.425578,9417.917493,363.758188,255,3112182269,1792826459,255,0.23081,0.127075,0.103735,80,44,1,0,2,1,1,1,1,1,0,0,1,1,1,0,Exploits,1
48995,5e-06,kryptolan,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,19,2,4,4,4,4,0,0,0,5,18,0,Fuzzers,1
56145,0.717145,tcp,-,FIN,10,6,876,268,20.916271,254,252,8801.567383,2498.797119,2,1,79.682778,108.633,4530.265023,202.494625,255,4273550291,2757651647,255,0.230514,0.172804,0.05771,88,45,0,0,5,1,1,1,1,1,0,0,0,2,3,0,Fuzzers,1
45059,1e-05,udp,-,INT,2,0,2898,0,100000.0025,254,0,1159200000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1449,0,0,0,3,2,1,1,1,1,0,0,0,1,2,0,Fuzzers,1
13529,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,50,2,34,34,23,50,0,0,0,34,50,0,Generic,1
5382,0.318686,tcp,-,FIN,12,10,3126,443,65.895582,254,252,71945.42188,10016.12891,3,3,28.971454,34.436445,1527.394503,55.045082,255,496914214,3674597131,255,0.050462,0.005867,0.044595,261,44,0,0,2,1,1,1,1,1,0,0,0,1,2,0,Exploits,1
22746,7e-06,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,40,2,40,40,15,40,0,0,0,40,40,0,Generic,1
23911,0.050517,tcp,-,FIN,18,15,1076,13788,633.450122,31,30,161054.6875,2037967.375,2,2,2.905647,3.567143,169.085297,213.005372,255,4058774874,1909467674,255,0.000689,0.000571,0.000118,60,919,0,0,4,0,2,1,1,1,0,0,0,2,4,0,Normal,0
53019,1.1e-05,unas,-,INT,2,0,200,0,90909.0902,254,0,72727272.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,2,2,2,2,0,0,0,5,6,0,Fuzzers,1
27521,0.068001,tcp,-,FIN,60,62,3598,46036,1779.385543,31,29,416346.8125,5328627.5,7,24,1.147237,1.106902,83.105742,82.58037,255,137635458,137861311,255,0.000662,0.000473,0.000189,60,743,0,0,4,0,4,1,1,2,0,0,0,5,5,0,Normal,0
3646,9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,1,1,1,6,0,0,0,6,6,0,Exploits,1
62722,1.21138,tcp,-,FIN,22,22,1202,1654,35.496706,62,252,7581.436035,10427.77637,7,9,57.684763,56.911621,3137.742193,3666.135453,255,2222509705,1972644181,255,0.052079,0.00798,0.044099,55,75,0,0,4,1,2,1,1,2,0,0,0,3,2,0,Exploits,1
17991,3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,28,2,28,28,11,28,0,0,0,28,28,0,Generic,1
79998,9e-06,udp,-,INT,2,0,1064,0,111111.1072,254,0,472888864.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,5,2,2,2,1,5,0,0,0,27,5,0,Normal,0
54446,1e-05,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,11,2,4,4,4,4,0,0,0,4,11,0,Generic,1
46887,2.806993,tcp,http,FIN,12,6,1142,268,6.056303,254,252,2983.976074,638.405579,3,1,253.479267,555.701187,20971.00842,1061.551,255,3111073738,1230293377,255,0.059029,0.028476,0.030553,95,45,0,0,3,1,1,2,1,1,0,0,0,2,2,0,Exploits,1
